Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2017-06-25,60833.96,61258.94,60389.37,60982.19,184400465
2017-07-02,61386.3,62096.24,60910.57,61018.36,193133689
2017-07-09,61126.43,61392.77,60645.26,60707.52,128121738
2017-07-16,61047.43,62127.72,60619.69,62127.72,183562069
2017-07-23,62342.01,62853.78,61936.46,61979.52,183366722
2017-07-30,61969.02,62428.92,61722.32,62366.5,200600743
2017-08-06,62329.92,63026.98,62126.24,62478.3,245056136
2017-08-13,62643.36,63351.24,62029.51,62206.45,377664573
2017-08-20,62487.01,62820.37,61675.81,62053.31,272980470
2017-08-27,62117.45,64285.57,61939.41,64135.52,404192496
2017-09-03,64202.62,65244.55,64026.15,65208.48,290493860
2017-09-10,64862.18,65611.21,64194.58,64306.53,238676253
2017-09-17,64496.56,65365.3,64434.74,64535.67,268691764
2017-09-24,64949.24,65100.09,63982.64,64397.32,247447669
2017-10-01,64380.73,64481.9,63498.26,64289.69,211947933
2017-10-08,64552.98,64851.05,63731.65,64456.06,220557288
2017-10-15,64530.3,66053.82,64427.37,65318.72,254266714
2017-10-22,65647.53,65679.23,63549.75,63719.57,215645462
2017-10-29,63760.49,64097.97,62968.85,64054.62,285951252
2017-11-05,64199.28,65050.67,64033.16,64214.11,172149418
2017-11-12,64407.62,65633.77,63415.6,63415.6,236386469
2017-11-19,63488.52,63618.95,62214.08,63047.02,225654898
2017-11-26,62954.94,64513.76,62914.48,63857.97,209175398
2017-12-03,63815.68,64322.74,61807.87,62031.02,296171856
2017-12-10,62186.66,62769.97,61631.16,62430.24,228838302
2017-12-17,62578.24,62945.35,61796.27,62619.6,237957503
2017-12-24,62855.59,63761.1,62855.59,63237.38,228844209
2017-12-31,63360.77,64069.86,63340.78,63746.2,163262442
2018-01-07,63988.33,65436.29,63269.89,65314.32,140707012
2018-01-14,65520.15,65957.09,64647.89,65465.65,203271545
2018-01-21,65528.36,66960.63,65198.89,66897.08,181497451
2018-01-28,67005.37,67933.05,66537.12,66861.37,187246325
2018-02-04,67031.49,67036.35,64920.33,65021.36,192718408
2018-02-11,64413.59,64781.73,61779.84,61952.62,233823780
2018-02-18,62552.39,64042.13,62523.21,62818.71,158349978
2018-02-25,62884.53,63061.49,61838.93,62665.06,146575285
2018-03-04,63025.31,63086.8,60360.82,60580.36,198531371
2018-03-11,60308.56,61711.68,60272.64,61688.08,167638153
2018-03-18,61986.42,62264.72,60275.66,60391.42,236751200
2018-03-25,60459.41,61099.86,58973.77,59436.36,186574530
2018-04-01,59524.67,59838.11,57947.92,58377.42,149052917
2018-04-08,58375.85,59689.95,58173.3,59553.13,138207972
2018-04-15,59685.88,60687.23,59366.32,60477.53,196118281
2018-04-22,60521.7,61008.88,60046.7,60144.37,148050989
2018-04-29,60121.5,60407.3,59137.82,59567.47,218859959
2018-05-06,59614.39,60219.19,58752.27,58883.65,99556954
2018-05-13,59050.63,60784.11,58405.34,60784.11,205143560
2018-05-20,60824.25,60874.54,58622.75,58740.33,216995002
2018-05-27,58877.41,59444.82,57865.85,58233.23,222274413
2018-06-03,58203.34,58575.95,56946.82,57890.11,342011531
2018-06-10,58158.72,59699.84,57983.15,59015.21,213266539
2018-06-17,59090.5,59306.1,57693.09,57693.09,215991444
2018-06-24,57669.66,57833.84,55540.17,56610.74,180857027
2018-07-01,56368.55,56876.75,55124.54,55954.44,204721731
2018-07-08,55490.11,57288.6,55202.31,56497.02,134390605
2018-07-15,56874.36,57299.46,56235.25,56594.71,156897423
2018-07-22,56584.8,57303.81,56091.63,57303.81,174864497
2018-07-29,57469.03,59982.31,57384.82,59650.51,196854286
2018-08-05,59528.5,60378.92,59412.53,59605.67,177954329
2018-08-12,59656.62,60455.75,58783.91,58783.91,213743007
2018-08-19,58673.72,59345.29,58117.88,58130.92,178477832
2018-08-26,58412.32,60169.39,58311.85,59900.47,247235320
2018-09-02,60119.55,61604.01,60119.55,60201.08,257588523
2018-09-09,60218.66,60840.72,57460.3,57580.05,328130356
2018-09-16,57673.03,58163.43,56858.6,57632.29,315897117
2018-09-23,57565.59,58792.94,57034.26,58237.83,464354258
2018-09-30,58305.26,59616.58,58305.26,58974.76,267857363
2018-10-07,59152.37,59647.34,58326.09,58415.84,192473984
2018-10-14,58272.17,58272.17,55628.34,56516.02,186982349
2018-10-21,56590.24,57578.04,56089.84,56642.84,199897953
2018-10-28,56834.41,56955.9,54027.32,54027.32,154060818
2018-11-04,54262.62,56538.5,54066.64,56321.58,156542538
2018-11-11,56239.45,58244.49,56212.16,56924.39,237607697
2018-11-18,56660.02,57289.36,54866.97,55442.1,274379989
2018-11-25,55573.38,57015.13,54985.95,56788.04,443923083
2018-12-02,57070.53,58412.94,56271.69,58203.39,331768614
2018-12-09,58933.32,59707.73,58002.7,58180.45,291240872
2018-12-16,57927.01,58978.88,56961.82,58780.55,324945762
2018-12-23,58643.41,59223.65,56655.36,57331.35,392477406
2018-12-30,57800.92,57954.07,57108.77,57690.5,76855427
2019-01-06,57494.06,58291.59,57090.34,57947.51,89710058
2019-01-13,58270.9,59903.73,58270.9,59322.53,217090683
2019-01-20,59029.04,60384.98,58790.46,60289.51,191102175
2019-01-27,60217.36,61128.08,59587.24,60661.36,189708934
2019-02-03,60722.49,60723.01,59674.89,60660.31,178699977
2019-02-10,60670.06,61402.29,60121.43,60280.51,189122497
2019-02-17,60332.84,60747.38,59276.26,59814.26,207297572
2019-02-24,59933.58,60585.72,59346.39,60274.56,188356367
2019-03-03,60571.43,60875.07,59903.7,60076.61,202098898
2019-03-10,60364.27,60421.29,59178.82,59436.39,169666571
2019-03-17,59552.07,60907.28,59416.74,60706.57,240488929
2019-03-24,60811.53,61091.6,60097.1,60097.1,182319082
2019-03-31,59820.69,60172.64,59574.27,59668.03,144696411
2019-04-07,60060.64,62009.9,60040.96,60755.88,155977288
2019-04-14,60902.69,61674.73,60735.25,60969.26,140494456
2019-04-21,60975.16,61584.42,60642.74,60910.11,130416994
2019-04-28,60949.19,61044.3,60465.99,60990.17,110350046
2019-05-05,61049.56,61069.77,59703.38,59744.3,99659968
2019-05-12,59049.79,59347.83,56580.29,56913.26,192167904
2019-05-19,56996.69,57061.45,56022.03,56561.79,180523615
2019-05-26,56631.27,57476.13,55999.93,56753.79,157111890
2019-06-02,56813.16,57909.95,56419.34,57909.95,201674733
2019-06-09,57829.53,58950.89,57524.06,58852.53,198326656
2019-06-16,59096.61,59575.69,58531.98,59092.01,185321908
2019-06-23,59167.19,60186.06,58756.95,59433.13,185954243
2019-06-30,59689.41,60536.87,59333.4,60187.43,202118349
2019-07-07,60938.78,60972.83,59895.33,60628.11,158064680
2019-07-14,60495.51,60809.15,60022.97,60378,194990402
2019-07-21,60543.31,61005.48,59626.82,60902.04,194488133
2019-07-28,60840.13,61089.67,60016.7,60146.67,140819125
2019-08-04,60151.58,60211.18,58360.55,58360.55,159293720
2019-08-11,58081.75,58132.06,56175.41,56316.19,178238897
2019-08-18,56551.4,57286.98,55066.72,55227.6,129448188
2019-08-25,55756.53,56617.12,55610.59,56047.39,156350503
2019-09-01,55526.02,56765.57,54702.14,56739.53,184209436
2019-09-08,56861.56,56982.12,55982.14,56593.23,148617098
2019-09-15,56673.93,58321.52,56657.46,58144.64,200457883
2019-09-22,57992.72,58525.39,57294.84,57485.19,304921266
2019-09-29,57457.88,57729.31,56727.95,57666.04,180711016
2019-10-06,57705.26,57705.8,55086.12,55980.47,172343185
2019-10-13,56143.58,56898.67,55739.92,56895.37,151259832
2019-10-20,56930.4,57426.06,56492.62,57024.61,157945726
2019-10-27,56951.4,58167.5,56951.4,57329.09,147845790
2019-11-03,57394.12,58628.93,57394.12,57783.02,127978806
2019-11-10,58294.43,59651.52,58250.46,59191.71,205454681
2019-11-17,59262,59472.48,58510.17,58751.67,160233624
2019-11-24,58959,59004.58,57321.76,57863.03,166816887
2019-12-01,58036.33,58237.66,57425.36,57502.14,192034549
2019-12-08,57643.57,57726.77,55629.42,55994.68,193750493
2019-12-15,55970.05,57084,55205.88,56729.11,170206827
2019-12-22,56732.32,57440.92,56691.23,57202.89,229963063
2019-12-29,57176.11,58132.76,57172.18,57877.81,53389281
2020-01-05,57935.09,59048.28,57780.56,58603.27,87443913
2020-01-12,58597.73,58732.09,57524.72,58732.09,141160769
2020-01-19,58780.41,59298.22,58543.53,59039.84,202179269
2020-01-26,59082.18,59214.29,58292.33,58607.31,172409925
2020-02-02,58158.26,58187.8,56371.34,56681.27,198710716
2020-02-09,56550.46,58537.34,56340.25,57816.25,187526737
2020-02-16,57816.95,58322.47,57320.5,57895.19,153780166
2020-02-23,58209.66,58221.62,57365.57,57424.47,144060205
2020-03-01,56862.02,56862.02,48324.78,49276.54,345060707
2020-03-08,50300.61,52562.98,48999.82,49326.23,273889256
2020-03-15,47597.42,47597.42,37164.02,38629.63,410863062
2020-03-22,38031.23,43018.7,35588.11,41153.2,541643796
2020-03-29,40442.12,41671.21,39081.81,40886.9,308261602
2020-04-05,41073.94,41854.3,40127.25,41532.37,396128290
2020-04-12,42297.83,45387.4,42297.83,44499.23,389020588
2020-04-19,45015.42,46394.37,44440.72,45353.23,320398952
2020-04-26,45501.22,45681.59,43523.94,44884.25,279524837
2020-05-03,45344.34,46856.54,44455.02,46117,270106330
2020-05-10,45636.86,45639.53,44153.27,45228.14,240105401
2020-05-17,45527.26,45937.83,43996.33,44348.22,226731006
2020-05-24,44994.42,46491.15,44812.88,45915.72,247918088
2020-05-31,46240.77,49151.07,46026.97,48127.64,524597767
2020-06-07,48598.87,51573.79,48350.1,51494.63,427824827
2020-06-14,51488.28,51797.65,49106.61,50169.11,434194196
2020-06-21,49555.88,50756.79,48881.66,50670.08,502693161
2020-06-28,50642.94,51863.82,49725.89,49725.89,401648223
2020-07-05,49593.24,51130.2,49248.33,50959.44,320891810
2020-07-12,51509.88,51727.42,50334.91,50933.53,253341655
2020-07-19,51381.34,51421.63,50303.79,51046.47,318148415
2020-07-26,51018.23,53332.13,50954.06,51672.44,411735831
2020-08-02,51785.78,52473.45,50024.6,50468.16,418143259
2020-08-09,50659.32,52540.24,50637.27,51732.44,281177000
2020-08-16,51894.82,53158.36,51731.15,52631.64,223405149
2020-08-23,52748.52,52889,51725.81,51920.09,247574281
2020-08-30,52274.62,52825.06,51843.1,52237.26,200699415
2020-09-06,52352.04,52437.56,50307.56,50522.18,247597116
2020-09-13,50792.57,50988.15,49120.07,50737.57,250327383
2020-09-20,50982.8,51046.23,49392.36,49825.58,252166974
2020-09-27,49532.56,50246,47763.86,48294.74,311536564
2020-10-04,48750.61,49841.68,48572.22,49043.26,223613883
2020-10-11,49381.73,50491.83,48752.01,49191.09,237710950
2020-10-18,49328.5,49419.84,47425.22,48210.12,268673314
2020-10-25,48419.26,48841.18,47606.93,47846.25,266853755
2020-11-01,47566.27,47768.62,43679.41,44097.98,270768196
2020-11-08,44413.22,49058.29,44413.22,48962.48,258288697
2020-11-15,49431.74,51653.95,49088.85,50636.31,302131083
2020-11-22,51050.43,52418.13,51049.51,52353.64,263457030
2020-11-29,52721.28,53662.35,52529.64,53302.48,238389686
2020-12-06,53076.28,55360.35,52379.74,55304.72,296526481
2020-12-13,55357.14,57219.58,54956.03,55501.03,376167463
2020-12-20,55657.12,57204.71,54921.97,55607.24,325239522
2020-12-27,55126.42,55881.89,53154.57,55843.46,151002743
2021-01-03,56223.64,57878.17,56223.64,57025.84,202866916
